Order Reference,Order Date,Delivery Date,Customer,Salesperson,Status,Product,Product Name,Product Qty,Unit Price,Subtotal,id,phone,email,user_id/login,street,city,country_id/id,Name,Variant Tags,Variant Values,Internal Reference,Sales Price,Cost_y,Activity Exception Decoration
SO04726,2025-01-11,2025-03-07,"Morse, Benson and Franklin",Laurie Hudson,Sales Order,NEW_SKU_1025,Target plug-and-play architectures,19,438.89,8338.91,__import__.partner_3455,680679185.0,"morse,_benson_and_franklin@example.com",mitchell.admin@example.com,620 Example St,City28,base.us,Product NEW_SKU_1025,Size,Large,INT-2859,149.02,263.33,info
SO04727,2024-06-05,2025-01-12,Edwards Inc,John Wilson,Sales Order,NEW_SKU_1092,Expedite dot-com supply-chains,6,153.0,918.0,__import__.partner_3456,679828623.0,edwards_inc@example.com,mitchell.admin@example.com,535 Example St,City95,base.us,Product NEW_SKU_1092,Color,Large,INT-4683,75.95,192.01,warning
SO04728,2024-11-26,2025-03-10,Jackson LLC,Pam Rodriguez,Sales Order,NEW_SKU_1058,Facilitate visionary models,4,403.76,1615.04,__import__.partner_3457,664668572.0,jackson_llc@example.com,mitchell.admin@example.com,208 Example St,City88,base.us,Product NEW_SKU_1058,Power,200W,INT-7104,31.23,139.79,success
SO04729,2024-11-18,2025-02-23,Cordova Group,Michael Dixon,Sales Order,NEW_SKU_1012,Visualize proactive communities,11,155.52,1710.72,__import__.partner_3458,610987195.0,cordova_group@example.com,mitchell.admin@example.com,897 Example St,City40,base.us,Product NEW_SKU_1012,Material,Steel,INT-5480,443.53,133.44,error
SO04730,2024-07-30,2024-12-27,Dominguez Inc,Troy Ewing,Sales Order,NEW_SKU_1040,Innovate viral communities,6,370.68,2224.08,__import__.partner_3459,654391293.0,dominguez_inc@example.com,mitchell.admin@example.com,471 Example St,City17,base.us,Product NEW_SKU_1040,Size,200W,INT-2483,219.95,61.43,info
SO04731,2024-08-30,2024-11-12,Jackson LLC,Debbie Daniels,Sales Order,NEW_SKU_1004,Grow best-of-breed mindshare,4,213.42,853.68,__import__.partner_3457,664668572.0,jackson_llc@example.com,mitchell.admin@example.com,208 Example St,City88,base.us,Product NEW_SKU_1004,Material,Red,INT-8677,442.58,269.37,success
SO04732,2025-03-07,2025-05-05,Fernandez-Kelley,Jennifer Smith,Sales Order,NEW_SKU_1095,Re-intermediate dot-com schemas,8,234.61,1876.88,__import__.partner_3460,642926118.0,fernandez-kelley@example.com,mitchell.admin@example.com,391 Example St,City31,base.us,Product NEW_SKU_1095,Size,200W,INT-9556,196.54,151.76,info
SO04733,2024-10-19,2025-05-09,Miller and Sons,Nicolas Dean,Sales Order,NEW_SKU_1031,Evolve global mindshare,17,66.24,1126.08,__import__.partner_2788,640359855.0,miller_and_sons@example.com,mitchell.admin@example.com,115 Example St,City16,base.us,Product NEW_SKU_1031,Material,200W,INT-9327,255.57,110.52,error
SO04734,2024-06-23,2024-08-10,Russell Inc,Elizabeth Johnson,Sales Order,NEW_SKU_1028,Visualize turn-key solutions,1,360.82,360.82,__import__.partner_573,685157132.0,russell_inc@example.com,mitchell.admin@example.com,170 Example St,City8,base.us,Product NEW_SKU_1028,Power,Red,INT-1403,362.74,216.66,error
SO04735,2025-03-08,2025-03-15,Sutton-Murray,Heather Davies,Sales Order,NEW_SKU_1082,Expedite proactive technologies,19,166.87,3170.53,__import__.partner_3461,639563544.0,sutton-murray@example.com,mitchell.admin@example.com,532 Example St,City39,base.us,Product NEW_SKU_1082,Material,Steel,INT-4713,249.8,56.66,error
SO04736,2024-12-04,2024-12-13,Carson-Gonzalez,Scott Berger,Sales Order,NEW_SKU_1092,Expedite dot-com supply-chains,2,153.0,306.0,__import__.partner_3462,614547125.0,carson-gonzalez@example.com,mitchell.admin@example.com,284 Example St,City95,base.us,Product NEW_SKU_1092,Color,Red,INT-2130,287.72,41.16,info
SO04737,2024-08-16,2024-12-06,"Brewer, Parker and Townsend",Kevin Ross,Sales Order,NEW_SKU_1058,Facilitate visionary models,2,403.76,807.52,__import__.partner_3463,649058885.0,"brewer,_parker_and_townsend@example.com",mitchell.admin@example.com,765 Example St,City87,base.us,Product NEW_SKU_1058,Color,Red,INT-1622,300.19,130.03,success
SO04738,2025-04-23,2025-05-03,Wilson-Reed,Ruben Murray,Sales Order,NEW_SKU_1070,Integrate one-to-one networks,16,289.83,4637.28,__import__.partner_3464,615273594.0,wilson-reed@example.com,mitchell.admin@example.com,991 Example St,City78,base.us,Product NEW_SKU_1070,Size,200W,INT-8372,75.08,157.84,success
SO04739,2024-08-29,2024-09-19,"Gonzalez, Cook and Thompson",Danielle Rosales,Sales Order,NEW_SKU_1035,Deploy plug-and-play roi,17,435.43,7402.31,__import__.partner_3465,676556465.0,"gonzalez,_cook_and_thompson@example.com",mitchell.admin@example.com,432 Example St,City3,base.us,Product NEW_SKU_1035,Color,Red,INT-7682,140.18,278.99,error
SO04740,2025-01-27,2025-02-28,Douglas-Guerra,Victoria Avila,Sales Order,NEW_SKU_1089,Envisioneer wireless niches,10,377.82,3778.2,__import__.partner_3466,661282440.0,douglas-guerra@example.com,mitchell.admin@example.com,770 Example St,City8,base.us,Product NEW_SKU_1089,Size,200W,INT-4810,155.59,169.35,warning
SO04741,2024-11-19,2025-02-20,"Smith, Benson and Ford",Jose Bauer,Sales Order,NEW_SKU_1060,Reinvent global e-business,6,319.95,1919.7,__import__.partner_3467,641143005.0,"smith,_benson_and_ford@example.com",mitchell.admin@example.com,217 Example St,City78,base.us,Product NEW_SKU_1060,Material,Steel,INT-6127,95.49,141.28,error
SO04742,2024-09-18,2025-03-24,Lynn-Bradley,Jose Gray,Sales Order,NEW_SKU_1036,Monetize dynamic schemas,2,310.47,620.94,__import__.partner_3468,644720019.0,lynn-bradley@example.com,mitchell.admin@example.com,988 Example St,City42,base.us,Product NEW_SKU_1036,Color,Steel,INT-9156,467.29,23.42,success
SO04743,2025-02-03,2025-02-18,Martinez-Warner,Alisha Martinez,Sales Order,NEW_SKU_1022,Re-contextualize enterprise infrastructures,3,370.45,1111.35,__import__.partner_3469,634243495.0,martinez-warner@example.com,mitchell.admin@example.com,559 Example St,City2,base.us,Product NEW_SKU_1022,Size,Steel,INT-8488,388.5,100.33,info
SO04744,2024-08-16,2024-12-31,Wise PLC,Erika Rogers,Sales Order,NEW_SKU_1014,Whiteboard 24/7 deliverables,13,360.74,4689.62,__import__.partner_833,623696852.0,wise_plc@example.com,mitchell.admin@example.com,279 Example St,City80,base.us,Product NEW_SKU_1014,Size,Steel,INT-7125,440.85,131.68,success
SO04745,2024-06-15,2024-12-27,Allen-Madden,Brenda Ingram,Sales Order,NEW_SKU_1002,Unleash cross-platform metrics,5,121.64,608.2,__import__.partner_3470,664705732.0,allen-madden@example.com,mitchell.admin@example.com,706 Example St,City58,base.us,Product NEW_SKU_1002,Size,Red,INT-3954,411.41,240.11,success
SO04746,2025-03-13,2025-05-08,Williamson Inc,Destiny Gross,Sales Order,NEW_SKU_1095,Re-intermediate dot-com schemas,7,234.61,1642.27,__import__.partner_3471,663336309.0,williamson_inc@example.com,mitchell.admin@example.com,332 Example St,City23,base.us,Product NEW_SKU_1095,Color,Steel,INT-2783,180.26,101.69,warning
SO04747,2024-09-01,2024-09-25,Guerrero LLC,Dr. Angela Rivera,Sales Order,NEW_SKU_1007,Synergize bricks-and-clicks supply-chains,7,129.34,905.38,__import__.partner_2738,611906245.0,guerrero_llc@example.com,mitchell.admin@example.com,51 Example St,City93,base.us,Product NEW_SKU_1007,Size,200W,INT-9160,153.28,175.01,warning
SO04748,2024-07-02,2024-08-13,"Little, Jones and Robinson",Steven Garcia,Sales Order,NEW_SKU_1066,Innovate vertical solutions,7,248.98,1742.86,__import__.partner_3472,625360948.0,"little,_jones_and_robinson@example.com",mitchell.admin@example.com,68 Example St,City65,base.us,Product NEW_SKU_1066,Size,Red,INT-6380,49.96,227.94,error
SO04749,2025-04-23,2025-05-23,Parsons-Barber,Adam Bishop,Sales Order,NEW_SKU_1015,Facilitate impactful models,6,53.72,322.32,__import__.partner_3473,619621972.0,parsons-barber@example.com,mitchell.admin@example.com,488 Example St,City2,base.us,Product NEW_SKU_1015,Material,Red,INT-4032,436.82,190.14,info
SO04750,2025-03-27,2025-05-01,Perez-Yoder,Dr. Donald Harding MD,Sales Order,NEW_SKU_1044,Deploy viral niches,16,212.91,3406.56,__import__.partner_3474,651681509.0,perez-yoder@example.com,mitchell.admin@example.com,479 Example St,City10,base.us,Product NEW_SKU_1044,Size,Large,INT-3049,338.14,122.51,warning
SO04751,2025-01-26,2025-03-12,Zuniga LLC,William Woodward,Sales Order,NEW_SKU_1003,Unleash seamless synergies,11,210.33,2313.63,__import__.partner_3475,620942463.0,zuniga_llc@example.com,mitchell.admin@example.com,35 Example St,City31,base.us,Product NEW_SKU_1003,Power,Large,INT-4786,179.35,45.94,error
SO04752,2025-03-28,2025-04-30,Williams LLC,Isaiah Maddox,Sales Order,NEW_SKU_1000,Scale visionary mindshare,16,433.01,6928.16,__import__.partner_241,626705352.0,williams_llc@example.com,mitchell.admin@example.com,481 Example St,City22,base.us,Product NEW_SKU_1000,Power,Steel,INT-4488,81.94,139.21,success
SO04753,2024-11-29,2024-12-16,"Malone, Cochran and Lewis",Amanda Green,Sales Order,NEW_SKU_1062,Incentivize end-to-end metrics,12,423.33,5079.96,__import__.partner_3476,634120363.0,"malone,_cochran_and_lewis@example.com",mitchell.admin@example.com,923 Example St,City76,base.us,Product NEW_SKU_1062,Size,Red,INT-8513,248.0,118.26,error
SO04754,2024-08-17,2024-10-18,Martinez PLC,Lisa Farley,Sales Order,NEW_SKU_1050,Transition magnetic web-readiness,6,443.16,2658.96,__import__.partner_1458,640635646.0,martinez_plc@example.com,mitchell.admin@example.com,848 Example St,City5,base.us,Product NEW_SKU_1050,Material,Steel,INT-1935,90.08,245.43,success
SO04755,2024-04-25,2024-05-24,"Baker, Berry and Jackson",Alfred Rojas,Sales Order,NEW_SKU_1079,Orchestrate out-of-the-box convergence,10,250.22,2502.2,__import__.partner_3477,636757123.0,"baker,_berry_and_jackson@example.com",mitchell.admin@example.com,948 Example St,City18,base.us,Product NEW_SKU_1079,Color,Red,INT-3589,167.04,199.76,info
SO04756,2025-04-17,2025-05-08,"Allen, Farrell and Foley",Matthew Schroeder,Sales Order,NEW_SKU_1075,Scale e-business e-commerce,14,480.7,6729.8,__import__.partner_3478,631666471.0,"allen,_farrell_and_foley@example.com",mitchell.admin@example.com,584 Example St,City54,base.us,Product NEW_SKU_1075,Color,Large,INT-5246,227.31,275.5,error
SO04757,2024-08-27,2025-02-25,Harris-Hernandez,Emily Solis,Sales Order,NEW_SKU_1094,Deliver proactive e-services,9,360.19,3241.71,__import__.partner_3479,638482862.0,harris-hernandez@example.com,mitchell.admin@example.com,273 Example St,City50,base.us,Product NEW_SKU_1094,Material,Large,INT-4821,36.15,197.45,error
SO04758,2024-12-20,2025-04-21,Abbott-Miller,Justin Robertson,Sales Order,NEW_SKU_1024,Utilize rich schemas,6,218.06,1308.36,__import__.partner_3480,633605844.0,abbott-miller@example.com,mitchell.admin@example.com,524 Example St,City88,base.us,Product NEW_SKU_1024,Size,Steel,INT-9751,58.35,46.19,success
SO04759,2024-09-18,2024-09-22,"Medina, Ramirez and Atkins",Kari Parker,Sales Order,NEW_SKU_1069,Iterate granular relationships,9,322.05,2898.4500000000003,__import__.partner_3481,679442568.0,"medina,_ramirez_and_atkins@example.com",mitchell.admin@example.com,256 Example St,City23,base.us,Product NEW_SKU_1069,Size,200W,INT-2289,88.02,129.62,warning
SO04760,2024-06-20,2024-11-05,Farrell Ltd,Tracey Butler,Sales Order,NEW_SKU_1006,Leverage rich partnerships,2,105.93,211.86,__import__.partner_3482,622975203.0,farrell_ltd@example.com,mitchell.admin@example.com,987 Example St,City78,base.us,Product NEW_SKU_1006,Color,200W,INT-8558,465.67,166.17,info
SO04761,2024-11-13,2025-01-24,"White, Rosales and Frazier",Kristen Wilcox,Sales Order,NEW_SKU_1082,Expedite proactive technologies,17,166.87,2836.79,__import__.partner_3483,678588154.0,"white,_rosales_and_frazier@example.com",mitchell.admin@example.com,790 Example St,City73,base.us,Product NEW_SKU_1082,Size,200W,INT-1855,177.7,206.77,info
SO04762,2024-08-22,2025-05-12,Marquez-Lyons,Mark Glass,Sales Order,NEW_SKU_1016,Engineer intuitive systems,13,373.55,4856.150000000001,__import__.partner_3484,651534540.0,marquez-lyons@example.com,mitchell.admin@example.com,454 Example St,City46,base.us,Product NEW_SKU_1016,Color,Red,INT-3377,369.85,118.63,error
SO04763,2025-04-15,2025-05-15,Brown Group,Stanley Woods,Sales Order,NEW_SKU_1028,Visualize turn-key solutions,17,360.82,6133.94,__import__.partner_1272,697513050.0,brown_group@example.com,mitchell.admin@example.com,924 Example St,City7,base.us,Product NEW_SKU_1028,Color,Large,INT-3166,394.15,82.41,error
SO04764,2024-06-20,2024-08-20,Chapman-Walsh,Tyrone Ponce,Sales Order,NEW_SKU_1099,Re-contextualize viral users,4,265.68,1062.72,__import__.partner_3485,664711012.0,chapman-walsh@example.com,mitchell.admin@example.com,754 Example St,City41,base.us,Product NEW_SKU_1099,Power,200W,INT-6056,261.95,22.47,warning
SO04765,2025-02-19,2025-02-22,Fields Group,Robyn Hale,Sales Order,NEW_SKU_1095,Re-intermediate dot-com schemas,9,234.61,2111.49,__import__.partner_3486,611101819.0,fields_group@example.com,mitchell.admin@example.com,333 Example St,City99,base.us,Product NEW_SKU_1095,Material,Red,INT-4146,111.56,77.97,info
SO04766,2025-01-24,2025-05-19,Aguirre LLC,Garrett Frye,Sales Order,NEW_SKU_1012,Visualize proactive communities,12,155.52,1866.24,__import__.partner_3487,680892452.0,aguirre_llc@example.com,mitchell.admin@example.com,361 Example St,City79,base.us,Product NEW_SKU_1012,Material,Steel,INT-4699,336.3,112.44,info
SO04767,2024-07-17,2025-02-20,Adams and Sons,Jessica Guzman,Sales Order,NEW_SKU_1082,Expedite proactive technologies,7,166.87,1168.09,__import__.partner_3488,625684179.0,adams_and_sons@example.com,mitchell.admin@example.com,568 Example St,City71,base.us,Product NEW_SKU_1082,Size,Red,INT-5493,59.75,258.48,error
SO04768,2024-12-02,2024-12-15,Hill-Floyd,Christian Miles,Sales Order,NEW_SKU_1037,Envisioneer customized users,4,299.31,1197.24,__import__.partner_3489,662344456.0,hill-floyd@example.com,mitchell.admin@example.com,190 Example St,City2,base.us,Product NEW_SKU_1037,Power,Red,INT-8306,374.78,139.55,warning
SO04769,2024-09-19,2025-02-13,Garcia and Sons,John Sandoval,Sales Order,NEW_SKU_1038,Integrate mission-critical methodologies,4,388.38,1553.52,__import__.partner_1131,655338707.0,garcia_and_sons@example.com,mitchell.admin@example.com,747 Example St,City82,base.us,Product NEW_SKU_1038,Material,200W,INT-6567,286.76,130.4,error
SO04770,2025-04-16,2025-05-14,Ryan-Hobbs,Christine Moreno,Sales Order,NEW_SKU_1031,Evolve global mindshare,1,66.24,66.24,__import__.partner_3490,661002961.0,ryan-hobbs@example.com,mitchell.admin@example.com,369 Example St,City77,base.us,Product NEW_SKU_1031,Power,Red,INT-8292,215.95,76.52,success
SO04771,2024-10-03,2025-01-15,"Moody, Thomas and Brown",Joshua Ruiz,Sales Order,NEW_SKU_1091,Expedite dot-com relationships,4,323.23,1292.92,__import__.partner_3491,692471069.0,"moody,_thomas_and_brown@example.com",mitchell.admin@example.com,754 Example St,City1,base.us,Product NEW_SKU_1091,Power,Red,INT-3629,97.41,86.4,error
SO04772,2024-10-08,2025-05-04,Hicks-Bennett,Mikayla Pugh,Sales Order,NEW_SKU_1011,Brand customized technologies,15,395.02,5925.299999999999,__import__.partner_3492,653636287.0,hicks-bennett@example.com,mitchell.admin@example.com,197 Example St,City6,base.us,Product NEW_SKU_1011,Size,Large,INT-9078,178.85,37.3,info
SO04773,2024-08-14,2024-12-15,Reed Inc,Melissa Strong,Sales Order,NEW_SKU_1082,Expedite proactive technologies,12,166.87,2002.44,__import__.partner_1705,676079497.0,reed_inc@example.com,mitchell.admin@example.com,156 Example St,City49,base.us,Product NEW_SKU_1082,Color,Large,INT-6151,126.95,181.8,warning
SO04774,2024-10-12,2024-10-24,"Anderson, Ryan and Russell",Amanda Hamilton,Sales Order,NEW_SKU_1098,Implement front-end architectures,18,126.34,2274.12,__import__.partner_3493,648409416.0,"anderson,_ryan_and_russell@example.com",mitchell.admin@example.com,790 Example St,City27,base.us,Product NEW_SKU_1098,Size,Red,INT-6955,25.72,24.03,warning
SO04775,2024-09-02,2024-10-04,Ruiz and Sons,Dale Gonzalez,Sales Order,NEW_SKU_1088,Cultivate innovative synergies,7,287.63,2013.41,__import__.partner_3494,686784103.0,ruiz_and_sons@example.com,mitchell.admin@example.com,83 Example St,City59,base.us,Product NEW_SKU_1088,Power,200W,INT-9739,276.39,253.04,error
SO04776,2024-10-10,2025-02-04,Green-Reese,Charlotte Webb,Sales Order,NEW_SKU_1004,Grow best-of-breed mindshare,18,213.42,3841.56,__import__.partner_3495,652075854.0,green-reese@example.com,mitchell.admin@example.com,154 Example St,City59,base.us,Product NEW_SKU_1004,Power,Steel,INT-8755,384.41,182.25,warning
SO04777,2024-07-22,2024-09-24,Richardson-Klein,Dylan Alexander,Sales Order,NEW_SKU_1008,Synergize bleeding-edge relationships,12,447.86,5374.32,__import__.partner_3496,686527791.0,richardson-klein@example.com,mitchell.admin@example.com,178 Example St,City62,base.us,Product NEW_SKU_1008,Material,Large,INT-1799,83.94,264.37,error
SO04778,2024-11-19,2024-12-18,Williams LLC,Samuel Farmer,Sales Order,NEW_SKU_1063,Strategize one-to-one architectures,18,134.98,2429.64,__import__.partner_241,626705352.0,williams_llc@example.com,mitchell.admin@example.com,481 Example St,City22,base.us,Product NEW_SKU_1063,Size,Large,INT-5848,141.84,122.07,info
SO04779,2024-05-28,2024-08-19,Mccarty and Sons,Kim Snyder,Sales Order,NEW_SKU_1071,Syndicate killer systems,4,398.65,1594.6,__import__.partner_3497,654290796.0,mccarty_and_sons@example.com,mitchell.admin@example.com,43 Example St,City22,base.us,Product NEW_SKU_1071,Power,Red,INT-4465,65.41,192.23,warning
SO04780,2024-10-15,2025-02-16,Mcdonald-Jackson,Mary Dorsey,Sales Order,NEW_SKU_1061,Re-contextualize interactive platforms,4,211.24,844.96,__import__.partner_3498,634937818.0,mcdonald-jackson@example.com,mitchell.admin@example.com,775 Example St,City24,base.us,Product NEW_SKU_1061,Color,Steel,INT-1446,430.16,244.62,warning
SO04781,2024-08-29,2024-11-07,Jones Group,Edward Flores,Sales Order,NEW_SKU_1074,Enhance viral users,6,279.05,1674.3000000000002,__import__.partner_522,645976358.0,jones_group@example.com,mitchell.admin@example.com,764 Example St,City20,base.us,Product NEW_SKU_1074,Power,Large,INT-1283,231.66,22.26,success
SO04782,2025-01-11,2025-02-15,Brown-Price,Michelle Mclaughlin,Sales Order,NEW_SKU_1011,Brand customized technologies,3,395.02,1185.06,__import__.partner_3499,664293672.0,brown-price@example.com,mitchell.admin@example.com,496 Example St,City71,base.us,Product NEW_SKU_1011,Power,200W,INT-5428,440.88,293.48,info
SO04783,2024-08-01,2025-03-05,"Ware, Sandoval and White",Dale Fuentes,Sales Order,NEW_SKU_1035,Deploy plug-and-play roi,2,435.43,870.86,__import__.partner_3500,624972495.0,"ware,_sandoval_and_white@example.com",mitchell.admin@example.com,737 Example St,City27,base.us,Product NEW_SKU_1035,Color,Large,INT-7395,486.57,270.94,info
SO04784,2024-12-22,2025-05-19,Wright-Henderson,Andrea Cruz,Sales Order,NEW_SKU_1008,Synergize bleeding-edge relationships,8,447.86,3582.88,__import__.partner_3501,669669756.0,wright-henderson@example.com,mitchell.admin@example.com,34 Example St,City79,base.us,Product NEW_SKU_1008,Power,Large,INT-5427,15.61,15.25,warning
SO04785,2024-12-16,2024-12-26,Molina-Gross,Melissa Ayala,Sales Order,NEW_SKU_1025,Target plug-and-play architectures,10,438.89,4388.9,__import__.partner_3502,610069096.0,molina-gross@example.com,mitchell.admin@example.com,816 Example St,City29,base.us,Product NEW_SKU_1025,Material,200W,INT-9349,85.31,270.19,warning
SO04786,2024-08-31,2025-05-06,"Blackwell, Pugh and Nelson",Courtney Little,Sales Order,NEW_SKU_1095,Re-intermediate dot-com schemas,16,234.61,3753.76,__import__.partner_3503,636832670.0,"blackwell,_pugh_and_nelson@example.com",mitchell.admin@example.com,144 Example St,City78,base.us,Product NEW_SKU_1095,Color,Red,INT-4782,333.7,8.82,warning
SO04787,2024-05-28,2024-12-27,Nicholson-Wright,Gary Velazquez,Sales Order,NEW_SKU_1076,Evolve e-business functionalities,16,137.67,2202.72,__import__.partner_3504,653989634.0,nicholson-wright@example.com,mitchell.admin@example.com,691 Example St,City82,base.us,Product NEW_SKU_1076,Size,Large,INT-6086,396.49,187.76,error
SO04788,2024-05-27,2024-07-23,Howard-Smith,Cassandra Powell,Sales Order,NEW_SKU_1052,Enable magnetic niches,9,227.45,2047.05,__import__.partner_3505,645791864.0,howard-smith@example.com,mitchell.admin@example.com,947 Example St,City58,base.us,Product NEW_SKU_1052,Material,Large,INT-3389,383.57,299.86,info
SO04789,2024-04-25,2024-12-11,Thompson and Sons,Cristina Haas,Sales Order,NEW_SKU_1042,Productize back-end info-mediaries,11,51.67,568.37,__import__.partner_341,655791962.0,thompson_and_sons@example.com,mitchell.admin@example.com,602 Example St,City60,base.us,Product NEW_SKU_1042,Size,Red,INT-6716,51.25,74.5,error
SO04790,2024-06-28,2025-01-05,Mooney-Torres,Erica Donaldson,Sales Order,NEW_SKU_1049,Seize global deliverables,5,421.71,2108.55,__import__.partner_3506,689332588.0,mooney-torres@example.com,mitchell.admin@example.com,396 Example St,City21,base.us,Product NEW_SKU_1049,Power,Red,INT-3058,449.67,160.1,success
SO04791,2024-08-02,2024-09-20,Kramer-Richards,Jon Howard,Sales Order,NEW_SKU_1098,Implement front-end architectures,1,126.34,126.34,__import__.partner_3507,663629643.0,kramer-richards@example.com,mitchell.admin@example.com,215 Example St,City32,base.us,Product NEW_SKU_1098,Color,Steel,INT-8723,438.61,20.94,error
SO04792,2024-11-15,2024-12-09,"Johnson, Lawrence and Morris",Cole Vance,Sales Order,NEW_SKU_1036,Monetize dynamic schemas,11,310.47,3415.17,__import__.partner_3508,626008627.0,"johnson,_lawrence_and_morris@example.com",mitchell.admin@example.com,108 Example St,City19,base.us,Product NEW_SKU_1036,Power,Steel,INT-8154,484.98,153.6,success
SO04793,2024-07-12,2024-08-27,Carney-Young,Tracy Long,Sales Order,NEW_SKU_1076,Evolve e-business functionalities,10,137.67,1376.6999999999998,__import__.partner_3509,646826106.0,carney-young@example.com,mitchell.admin@example.com,415 Example St,City25,base.us,Product NEW_SKU_1076,Material,Red,INT-1513,437.67,289.07,error
SO04794,2024-06-22,2025-04-05,Fitzpatrick-Conley,Jason Holmes,Sales Order,NEW_SKU_1078,Orchestrate viral synergies,9,329.56,2966.04,__import__.partner_3510,614994825.0,fitzpatrick-conley@example.com,mitchell.admin@example.com,244 Example St,City17,base.us,Product NEW_SKU_1078,Material,Red,INT-5939,12.7,98.96,error
SO04795,2024-12-06,2025-01-19,Gonzales PLC,Laura Mckee,Sales Order,NEW_SKU_1090,Synthesize robust e-commerce,14,227.68,3187.52,__import__.partner_3511,659470981.0,gonzales_plc@example.com,mitchell.admin@example.com,317 Example St,City38,base.us,Product NEW_SKU_1090,Color,Large,INT-7691,469.74,173.05,error
SO04796,2024-12-04,2025-04-13,"Thomas, Hudson and Wall",Lisa Little,Sales Order,NEW_SKU_1036,Monetize dynamic schemas,6,310.47,1862.82,__import__.partner_3512,647077066.0,"thomas,_hudson_and_wall@example.com",mitchell.admin@example.com,899 Example St,City8,base.us,Product NEW_SKU_1036,Power,200W,INT-1326,82.73,275.04,error
SO04797,2024-08-22,2025-01-15,Smith PLC,Heather Garcia,Sales Order,NEW_SKU_1027,Productize distributed bandwidth,11,103.84,1142.24,__import__.partner_1267,673097891.0,smith_plc@example.com,mitchell.admin@example.com,125 Example St,City70,base.us,Product NEW_SKU_1027,Color,Steel,INT-7365,93.0,67.27,info
SO04798,2024-11-20,2025-03-10,Smith PLC,James Curtis,Sales Order,NEW_SKU_1032,Morph visionary action-items,17,305.54,5194.18,__import__.partner_1267,673097891.0,smith_plc@example.com,mitchell.admin@example.com,125 Example St,City70,base.us,Product NEW_SKU_1032,Power,Large,INT-6657,386.34,124.86,warning
SO04799,2024-06-06,2025-03-06,Cole-Simpson,Blake Smith,Sales Order,NEW_SKU_1016,Engineer intuitive systems,13,373.55,4856.150000000001,__import__.partner_3513,612228375.0,cole-simpson@example.com,mitchell.admin@example.com,624 Example St,City81,base.us,Product NEW_SKU_1016,Power,Large,INT-7665,461.64,56.81,error
SO04800,2024-10-01,2024-11-21,Brown-Simpson,Jessica Sheppard,Sales Order,NEW_SKU_1043,Iterate strategic applications,12,268.78,3225.36,__import__.partner_3514,611217613.0,brown-simpson@example.com,mitchell.admin@example.com,731 Example St,City57,base.us,Product NEW_SKU_1043,Power,Large,INT-8072,60.64,242.7,success
SO04801,2025-01-29,2025-05-03,Morgan Inc,Nicole Berry,Sales Order,NEW_SKU_1065,Extend front-end infrastructures,2,460.01,920.02,__import__.partner_1239,691142098.0,morgan_inc@example.com,mitchell.admin@example.com,925 Example St,City80,base.us,Product NEW_SKU_1065,Material,Red,INT-2035,215.67,281.23,info
SO04802,2024-10-17,2025-05-01,Contreras-Adams,Erica Walton,Sales Order,NEW_SKU_1008,Synergize bleeding-edge relationships,16,447.86,7165.76,__import__.partner_3515,693091310.0,contreras-adams@example.com,mitchell.admin@example.com,117 Example St,City80,base.us,Product NEW_SKU_1008,Power,Red,INT-9521,45.03,121.69,error
SO04803,2024-06-27,2025-03-31,Collier Group,David Schneider,Sales Order,NEW_SKU_1079,Orchestrate out-of-the-box convergence,7,250.22,1751.54,__import__.partner_3516,655871385.0,collier_group@example.com,mitchell.admin@example.com,571 Example St,City34,base.us,Product NEW_SKU_1079,Material,Red,INT-1555,272.97,162.08,warning
SO04804,2024-08-18,2024-10-09,Norris PLC,Michael Carter,Sales Order,NEW_SKU_1061,Re-contextualize interactive platforms,11,211.24,2323.6400000000003,__import__.partner_3517,677336673.0,norris_plc@example.com,mitchell.admin@example.com,838 Example St,City40,base.us,Product NEW_SKU_1061,Size,200W,INT-9524,274.31,97.74,error
SO04805,2025-03-07,2025-03-11,Brown-Johnson,Morgan Rodriguez,Sales Order,NEW_SKU_1019,Envisioneer rich niches,10,486.74,4867.4,__import__.partner_2394,651892332.0,brown-johnson@example.com,mitchell.admin@example.com,836 Example St,City34,base.us,Product NEW_SKU_1019,Size,Red,INT-6680,418.98,19.67,info
SO04806,2025-01-24,2025-02-20,Perez-Norton,Deborah Cooke,Sales Order,NEW_SKU_1035,Deploy plug-and-play roi,1,435.43,435.43,__import__.partner_3518,683861309.0,perez-norton@example.com,mitchell.admin@example.com,27 Example St,City43,base.us,Product NEW_SKU_1035,Material,Large,INT-7020,391.12,89.38,info
SO04807,2025-01-23,2025-04-10,"Parrish, Miller and Reese",Shawn Mullins,Sales Order,NEW_SKU_1075,Scale e-business e-commerce,18,480.7,8652.6,__import__.partner_3519,634416553.0,"parrish,_miller_and_reese@example.com",mitchell.admin@example.com,740 Example St,City66,base.us,Product NEW_SKU_1075,Size,Red,INT-5375,54.1,209.17,warning
SO04808,2024-12-28,2025-04-14,"Johnson, Burns and Montoya",Stacie Graham,Sales Order,NEW_SKU_1014,Whiteboard 24/7 deliverables,5,360.74,1803.7,__import__.partner_3520,660445561.0,"johnson,_burns_and_montoya@example.com",mitchell.admin@example.com,147 Example St,City16,base.us,Product NEW_SKU_1014,Size,200W,INT-7909,133.65,298.46,error
